Tweet,Target,Stance
"IF FEMINISTS WERE HONEST  ""I don't want to learn skills, I want others to work under my name.""  #GamerGate #SemST",Feminist Movement,AGAINST
"It is not up to you to contemplate getting fired, feminists WILL get you fired @Mercurial891 @MGTOWKnight  #GamerGate  #SemST",Feminist Movement,AGAINST
"With Hillary's lead over Sanders narrowing, how long before Bernie is accused of misogyny?  #tcot #SemST",Feminist Movement,AGAINST
@THOSEGOODVlBES wtf what about single fathers #SemST,Feminist Movement,AGAINST
"Meritocracy is only oppressive against the incompetent - if you believe it's sexist, YOU are the sexist one #therealkind #SemST",Feminist Movement,AGAINST
It's not just #Matildas that get paid less than their male counterparts... It's all women's sports- and in fact all women #SemST,Feminist Movement,FAVOR
Hate when girls turn into bitches because a guy tells them they look good without make up... THATS A COMPLIMENT ?!!??!???? #SemST,Feminist Movement,AGAINST
"Anti-#gamergate people who say GG is about ""Zoe Quinn"" are defending domestic abuse.   #NotYourShield #WomenAgainstFeminis... #SemST",Feminist Movement,AGAINST
I'm glad I was able to raise my kids n a time when my educated mothering decisions for my family were not vilified. #nonvaxxerhere #SemST,Feminist Movement,AGAINST
Feminists spread misandry. Always try two  create gender conflicts.   #FeminismIsCruelty #dontmancriminate #SemST,Feminist Movement,AGAINST
I shouldn't have to be holding a man's hand to be left alone on the street.  #catcalling #streetharassment #equality #SemST,Feminist Movement,FAVOR
@Ricky_Vaughn99  Why is it called HIStory and not HERstory ?!   #SemST,Feminist Movement,FAVOR
".@GloriaSteinem said, ""Women are not going to be equal outside the home until men are equal in it."" Do you agree? #antifeminism #SemST",Feminist Movement,AGAINST
"@camerongreen22 Young man, stop wearing your sister's clothes and makeup. You look ridiculous. #SpankAFeminist #SemST",Feminist Movement,AGAINST
now let's raise the pay for females and make it equal to what men get payed #EAQUALITY #SemST,Feminist Movement,FAVOR
@CB_Printer @adamnick_nick @victorymonk feminists want special right not equal right. Don't b a feminist #feministcruelty #SemST,Feminist Movement,AGAINST
"@CurlyChloe_ psst, it can't get anymore equal so....now it is a joke!  #SpankAFeminist  #dontmancriminate  #feminist #SemST",Feminist Movement,AGAINST
@OccupyCourt Family Court is not a court. It is INQUISITION. #FEMINAZIS #SemST,Feminist Movement,AGAINST
"After a gr8 day for US equality, I think of the girls who pose with @DanBilzerian; setting female equality back 40yr #gaymarriage #SemST",Feminist Movement,FAVOR
im a strong independent black woman who don't need no daddy #lol #girlpower #SemST,Feminist Movement,FAVOR
I think if Australia had a female PM n female majority MPs #MarriageEquaility would be legal here now #auspol #SemST,Feminist Movement,FAVOR
Congratulations to America for overcoming 1 battle for #equality. Now let's have women&all races treated equally #AllLivesMatter #SemST,Feminist Movement,FAVOR
@lucypalmreports I don't need feminism because I am pretty #SemST,Feminist Movement,AGAINST
I need feminism because I can't walk three blocks without getting cat called and a man asking me to get in his car . #SemST,Feminist Movement,FAVOR
Feminism is built on hatred. Nothing to do with equality or any other humanitarian grounds #Don'tMancriminate #SemST,Feminist Movement,AGAINST
#Feminists: calling other people bad names won't turn them into feminists.You're shooting yourselves in the foot. #sexism #antiSJW #SemST,Feminist Movement,AGAINST
"Friendly reminder that the ""Gender Pay Gap"" is a myth. #SemST",Feminist Movement,AGAINST
Ruth_Blane: _AnAvgJoe_: RT Ruth_Blane: Ruth_Blane: Ruth_Blane: Ruth_Blane: ReverseDowry: RT manojmane: Take this !! #Feminazi #sc... #SemST,Feminist Movement,AGAINST
_AnAvgJoe_: RT Ruth_Blane: BansalSatnam: RT Ruth_Blane: ReverseDowry: RT Ruth_Blane: manojmane: Take this !! #Feminazi #scrap498a... #SemST,Feminist Movement,AGAINST
RT @KennyWarner: Look for our latest indiegogo campaign coming out soon to help turn young girls into great leaders. #womensrights #SemST,Feminist Movement,FAVOR
@gelijkis my hat is seriously off to all those who made Beijing such a breakthrough. We don't say thank you enough! #womensrights #SemST,Feminist Movement,FAVOR
It's not about making women stronger. Women are already strong. It's about changing the way the world perceives that strength ! #SemST,Feminist Movement,FAVOR
The single biggest stimulus the economy can have is equal pay. - Gloria Steinem #alaac15 #SemST,Feminist Movement,FAVOR
@JayAlessandra yeah! I don't need feminism as I like it when my boyfriend chips in on food shops.Also I am too pretty.obvs #SemST,Feminist Movement,AGAINST
"@DFoxtrot15 @FeminismIsLies so labeling womne? OMG SEXISM! labeling men? well, most men are like that, so... #SemST",Feminist Movement,AGAINST
Men want women to take their name in marriage for male pride. Because female pride doesn't matter. #genderequality #SemST,Feminist Movement,FAVOR
I think it's okay for a woman to take a mans name if she wants to. #genderequality #SemST,Feminist Movement,FAVOR
"If we have equality women wouldn't be expected to submit to the ""traditions"" of marriage. #genderequality #SemST",Feminist Movement,FAVOR
Downvoting my youtube videos is hateful and sexist! #gamergate #femfreq #radicalbytes #videogame #gaming #SemST,Feminist Movement,FAVOR
@WomensPowerHub @AlessandroCynic the fact you asked someone you blocked If they were now happy.....#SpankAFeminist #SemST,Feminist Movement,AGAINST
I dont need white privillaged men coming up to me telling me my beliefs and fashion are unacceptable #furry #Feminist #SemST,Feminist Movement,FAVOR
RT @LeexxxW: So #SpankAFeminist is sooooo horrible but #killallmen is perfectly fine ! I see how it is!! #SemST,Feminist Movement,AGAINST
Last week a man made a U turn and drove the wrong way on a one way street to tell me about my body.  #catcalling #streetharassment #SemST,Feminist Movement,FAVOR
I brace myself for the onslaught anytime I walk by any man on the street.  #catcalling #streetharassment #equality #sexism #SemST,Feminist Movement,FAVOR
"What a great accomplishment #marriageequality , too bad it still sucks to be black or a woman in America. #racism #truthbomb #SemST",Feminist Movement,FAVOR
I need feminism because broken idealogies need defending just as much as functioning ones. #cryingalready #DeathNote #SemST,Feminist Movement,FAVOR
The cutting and mutilation of my and my daughters' genitals is an expression of my #SemST,Feminist Movement,FAVOR
RT VivienneDenue: bittergourd TheMarySue thank you! My game is going to knock your socks off! #femaleprotagonist #gamersunite #in... #SemST,Feminist Movement,FAVOR
"son, you can't slut shame a female for having nudes and jerk off to the same nudes at night. you ain't right. #smh #SemST",Feminist Movement,FAVOR
"I hate feminism, give me a reason why I shouldn't. #feminist #notallmen #HeForShe #SemST",Feminist Movement,AGAINST
I do not wish for #Women to have power over #Men but over themselves. #Milan #KnockKnock #PAK_Army #PTIFamily #SemST,Feminist Movement,FAVOR
So now I'm sexist for saying that if a women can't deal with a bad joke she's going to suffer when it comes to adv maths  #SemST,Feminist Movement,AGAINST
Great to see singer turned activist @charlottechurch on the stage to interview @pussyrrriot #Glastonbury #glasto #charlottechurch #SemST,Feminist Movement,FAVOR
Staying silent after being raped so as not to get charged with adultery is an expression of my #SemST,Feminist Movement,FAVOR
"Those fucking feminists...   Sir Tim Hunt was fired over lies. Following his joke, he praised women in science.   #SemST",Feminist Movement,AGAINST
DEAR FEMINIST SUPPORTERS People like you with your endless concessions to feminists just prevent their accountability. #SemST,Feminist Movement,AGAINST
DEAR FEMINISTS  The evidence of your closeted hate is your refusal to address man-hate in feminism.   #GamerGate #SemST,Feminist Movement,AGAINST
Feminism is a fashionable form of narcissism because personal trauma & personal retribution is what drives feminists. #SemST,Feminist Movement,AGAINST
"DEAR FEMINISTS  Give a complete version of feminism, not the dictionary definition. Or what? No man-hate?  #GamerGate #SemST",Feminist Movement,AGAINST
The responsibilities Feminism admits are as ornamental as the intelligence of the average feminist. #OnlyRights #SemST,Feminist Movement,AGAINST
"A ""Strong Feminist"" on Twitter is measured by how much she can type without thinking first. (then delete) #GamerGate #SemST",Feminist Movement,AGAINST
The best way to spot religions is to see how often they get offended by ideas & crticism. Feminism ranks very high. #SemST,Feminist Movement,AGAINST
"IF FEMINISTS WERE HONEST   ""I know men don't have the right kind of thoughts.""   #GamerGate #SemST",Feminist Movement,AGAINST
CEOs apologizing to feminists pressure only awards Feminism with its sought-after intellectual immunity. #GamerGate #SemST,Feminist Movement,AGAINST
"You are not penetrating our vaginas, we,  WE ARE ENGULFING YOUR PENISES!  #insideamyschumer #SemST",Feminist Movement,FAVOR
"Old, insecure females forcing hatred of men on a younger generation of women #SemST",Feminist Movement,AGAINST
"Like, feminism isn't just about 'gender' it's about so much more than that you ignorant toad. #SemST",Feminist Movement,FAVOR
"@FaZeNikan @dznCosta why is men in front of women, you misogynistic pig #SemST",Feminist Movement,FAVOR
"My feminist heart is so angry right now, wish I could scream my hate for inequality right now. At the top of my lungs. #SemST",Feminist Movement,FAVOR
"And no femaskanks, your gender studies degree isn't as valuable as a S.T.E.M degree.... #SemST",Feminist Movement,AGAINST
Wow @fernemccann  you are beautiful even make up free! #girlpower #SemST,Feminist Movement,FAVOR
@CosmopolitanUK why does someone not create a female festival celebrating women?! Surely it's a no brainer! #art #music #history #SemST,Feminist Movement,FAVOR
"RT gamergatenews: RT CaptHaddock83: Ha Ha hilarious! #Feminists desending on #SpankAFeminist like mad harpies, #SJWs #game... #SemST",Feminist Movement,AGAINST
"If I had a dollar for every #Feminist I've wanted to kick in the shin, I could retire and shitpost on twitter all day. #SemST",Feminist Movement,AGAINST
@marieclaire Or...She's a grown 21st century woman who may do whatever pleases her! Especially with her fashion and body!  #SemST,Feminist Movement,FAVOR
"What do feminists want: All humans, male and female, should have equal political, economic and social rights. Equality. #SemST",Feminist Movement,FAVOR
Women are not going to be equal outside the home until men are equal in it-- Gloria Steinem  #women #men #SemST,Feminist Movement,FAVOR
"Of course ugly feminists hate sexy porn stars, rhinos hate the fact they they will never be a unicorn.  #GamerGate #SemST",Feminist Movement,AGAINST
DEAR ANTI-PORN FEMINISTS   If you've never eaten popcorn while watching porn you are missing out in life... #GamerGate #SemST,Feminist Movement,AGAINST
"History is ""his story;"" we need ""her story"" too! #SemST",Feminist Movement,FAVOR
Feminists tend to get upset & leave comedy clubs because humor is a form of intelligence they lack.  #GamerGate  #SemST,Feminist Movement,AGAINST
To men who make contact with women thinking they are owed a response #patriarchy #SemST,Feminist Movement,FAVOR
Shhhh! @Bayonethics can't you see @monikarmoore is bragging? Even feminists have the right to be bitches... #GamerGate #SemST,Feminist Movement,FAVOR
"@PennyRed Do realise that you've painted all ""men"" with the same brush. So ""wilfully ignorant"" could be used to describe you #fail #SemST",Feminist Movement,AGAINST
"@PennyRed you realise that you have just painted ""all"" men with the same brush. So ""wilfully ignorant"" could describe you! #fail #SemST",Feminist Movement,AGAINST
Someone should do a #Meminist Frequency video response highlighting the violence against men portrayed in video games. #SemST,Feminist Movement,AGAINST
Funny how it's not misogyny or objectification when feminists completely erase female agency to make an argument. @IroynA #SemST,Feminist Movement,AGAINST
"Dear 80 percent of women: you don't think like us hence you are scum. - Love, @Jezebel #GamerGate #SemST",Feminist Movement,AGAINST
"RT EmilAaslund: Dear third wave feminists: I hate you, not women. Get your definitions straight. #GamerGate #slipperyslope #NotYo... #SemST",Feminist Movement,AGAINST
"Goldstein is the #SanFrancisco City Archivist, she asks ""Where are the women in the history of our city?"" #alaac15 #archives #SemST",Feminist Movement,FAVOR
Staying well informed on sexual violence in the news is important yet often leaves me ranting at screen. #rapeculture #SemST,Feminist Movement,FAVOR
I wish Laura croft would undress more so I could Bitch about it. #FemFreq #SemST,Feminist Movement,AGAINST
"I have seen feminists disagree by saying ""shut up."" Aside from simple manners, this treatment of others is befuddling. ~ @lizfurl. #SemST",Feminist Movement,AGAINST
Feminist outrage over American girls being recruited by ISIS? Zero. #SemST,Feminist Movement,AGAINST
#SignsYoureInTheUSA You are attacked by feminists who labels you the patriarchy for cooking sunny side up eggs  #SemST,Feminist Movement,AGAINST
feminists be like: don' judge a book by its cover! unless the cover is a straight white male. #SemST,Feminist Movement,AGAINST
How can I be a more feminist doctor? What issues do we get wrong as doctors? #HeForShe #Feminist #SemST,Feminist Movement,FAVOR
Just heard the most inspiring interview w one of my heroines @monaeltahawy on @bbcworldservice #women #islam  #revolution #SemST,Feminist Movement,FAVOR
They don't call it MALE-volent for no reason #SemST,Feminist Movement,FAVOR
@Yohanzor  @kittylight @OccupyWomen You lunatics aren't fooling any1. Your skewed logic is only due 2 your delusions. #SemST,Feminist Movement,AGAINST
when you get sexually harassed twice  #SemST,Feminist Movement,FAVOR
"We are 51% of the population and only 17% of Congress. The #WarOnWomen is absolutely a real thing. Wake up, America. #SemST",Feminist Movement,FAVOR
"*watching house of cards with my dad* ""I could be First Lady."" ""Why not president?"" ""YEAH DAD! Next woman president right here!""  #SemST",Feminist Movement,FAVOR
"Women are shamed if they don't want children, but then told if they want to be payed equally they shouldn't have children at all. #SemST",Feminist Movement,FAVOR
"@Noin007 though I'm not a girl so maybe I'm not  qualified to comment on women's issues, according to #SemST",Feminist Movement,AGAINST
Selective listening a #character trait of convenience #feminists #SemST,Feminist Movement,AGAINST
#narcissism another character trait of most #feminist convenience #SemST,Feminist Movement,AGAINST
Pussy Riot: A Punk Prayer  I highly suggest you watch it. Such an amazing documentary. #SemST,Feminist Movement,FAVOR
Pushing misinformation about #wagegap is the new anti vaccination. #SemST,Feminist Movement,AGAINST
Australia even has a fucking Minister for women for fucks sake!IsAwful #SemST,Feminist Movement,AGAINST
Here we are fighting for equality when @Wimbledon decide to only allow ladies heat breaks. Do men not get hot too? #SemST,Feminist Movement,AGAINST
Men are dirty & evil yet feminism is happy to take their money via the state in a form of collective prostitution. #SemST,Feminist Movement,AGAINST
"GETTING OFFENDED  Is the simplest, most effective lie to manipulate others. Feminism & Religions love it. #GamerGate #SemST",Feminist Movement,AGAINST
"#SharkRocket ""Real People, Real Results"" commercial only includes women - So, men don't vacuum? #NotBuyingIt #SemST",Feminist Movement,AGAINST
@KatTimpf @BMC1181 @Jezebel going #FullMcIntosh for only the 737th consecutive time. #SJWLogic #SemST,Feminist Movement,AGAINST
"@BizerBizer @GiftofGodsFavor It's a sexist, misandrist whine-fest drenched in victimhood. #SemST",Feminist Movement,AGAINST
What the fuck do women even do? I mean seriously they're just useless other than sex.  #womensrights #Feminist #SemST,Feminist Movement,AGAINST
Ignoring peer-reviewed research and empirical evidence is such a feminist thing to do. #GamerGate #NotYourShield #SemST,Feminist Movement,AGAINST
What a real #Patriarchy and #RapeCulture looks like. #BeingFemaleInNigeria  #pjnet #GamerGate #SemST,Feminist Movement,AGAINST
if your feminism is sex worker exclusive or trans exclusive I want no part in it. #intersectionality #SemST,Feminist Movement,AGAINST
Cat Pt. 2: Today I found my cat is a feminist. #cat #feminist #kindofanokstory #life #SemST,Feminist Movement,AGAINST
"What about how in the world of weed, the male plants are mostly deemed useless as they only produce seeds & don't flower #SemST",Feminist Movement,AGAINST
"@virtuadad @TakedownMRAs the library, quit attempting 2 hurt others just so they'll think the way u do #SemST",Feminist Movement,AGAINST
"I'm honestly surprised that feminist extremists like @lenadunham aren't screaming ""sexist!!"" at gay men. #SemST",Feminist Movement,AGAINST
"@moderncomments Oh, come now! We both know she doesn't mean it *like that* -- only when it's advantageous! #SemST",Feminist Movement,AGAINST
@_toekey and the offensive joke is left out of the context... #SpankAFeminist  #SemST,Feminist Movement,AGAINST
@Martin_chris4 Car women will as well. #SemST,Feminist Movement,AGAINST
Feminism then: Fight for women's rights  Feminism now: Find the most petty first world problem to whine about.  #SemST,Feminist Movement,AGAINST
"I am #NotAFeminist b/c human rights are for all humans, not just half of them.   #antifeminism #antifeminist #SemST",Feminist Movement,AGAINST
Omfg... definition of first world problems. #FuckFeminism #SemST,Feminist Movement,AGAINST
Some feminist's would shut down the entire global porn industry & put millions on benefits/welfare & not even care #SemST,Feminist Movement,AGAINST
"A quote from mother about being a woman: ""We really got it shit didn't we?"" Aye. Bring on fourth wave feminism! #4thwavefeminism #SemST",Feminist Movement,AGAINST
men suck. women suck. everybody sucks #SemST,Feminist Movement,AGAINST
"For all y'all who only pay attention to men's sports, something fairly important is happening now with USA women's soccer #SemST",Feminist Movement,AGAINST
"RT @FemMagKPFK: ""We have a lot of healing to do""- Rosie Rocha-Martinez #confuerzacollective #chicanaherstory #kpfk #SemST",Feminist Movement,AGAINST
usa is only good at futbol if women are playing #SemST,Feminist Movement,AGAINST
So you want equality in the work place between men and woman but you won't take the trash out..? Makes sense #SemST,Feminist Movement,AGAINST
RT @rapebombing: #HowToSpotAFeminist like @infinitehoran_ They block you & then stalk you for days/weeks afterwards. #SemST,Feminist Movement,AGAINST
"Heads up, everyone in America benfits from #SemST",Feminist Movement,AGAINST
Beauty is in the eye of the goat. #AddGoatRuinAQuote #beauty #BodyImage #SemST,Feminist Movement,AGAINST
Why should woman stick together?  I don't like half of you cunts. #SemST,Feminist Movement,AGAINST
Getting haircut b/c I have a job interview. Because being male and having shoulder length hair is 'unprofessional' #SemST,Feminist Movement,AGAINST
"I guess crying over a NHL player is better/safer than getting violent over one, right? #Saad #Blackhawks #SemST",Feminist Movement,AGAINST
I will say it again: only a low self esteem person will be oppressed by bikini/models ads. Get help #SemST,Feminist Movement,AGAINST
"@LaNaria_Athalia Are you using women as sex objects to sell your sexist hate movement, yes you are. #SemST",Feminist Movement,AGAINST
texting my bf telling him to shave today so i find him optimally bangable next time i see him #SemST,Feminist Movement,AGAINST
"@HeyItsAlexM @Keatmyshiz hes lyin to u maam, u can see thru this transparent asshat. just call him a moron u no u wanna do it #SemST",Feminist Movement,AGAINST
There is nothing more inspiring that the drums at the beginning of #RunTheWorldGirls by @Beyonce... It feels like the rise of #SemST,Feminist Movement,AGAINST
"And people wonder why #feminists aren't taken seriously...  At least give me 1 every time I hear this, I'd be rich!  #SemST",Feminist Movement,AGAINST
@PennyRed is the UK's answer to @JessicaValenti and @AmandaMarcotte #GamerGate #SemST,Feminist Movement,AGAINST
@azarrax @PennyRed is the UK's answer to @JessicaValenti and @AmandaMarcotte.  #GamerGate #SemST,Feminist Movement,AGAINST
Anita #Sarkeesian - living the damsel in distress trope. #SemST,Feminist Movement,AGAINST
@deanesmay The Command-and-control mentality runs deep with #feminists. The Swedish Feminist Initiative is open with it #SemST,Feminist Movement,AGAINST
@abbystew292 @gogreen18 If you buy into this brainwashing I hope you never get selected for jury duty involving a sex crime #SemST,Feminist Movement,AGAINST
When there's a strong female lead and you get so so excited cause there's no gratuitous sexual violence #SemST,Feminist Movement,AGAINST
#HowToKeepYourGirlHappy treat her like your partner & not like your superior #SemST,Feminist Movement,AGAINST
"Modern marriage is like a modern car, shinny, disposable and not made to last.   #GamerGate #SemST",Feminist Movement,AGAINST
Speaking from the heart is rarely wise especially if you have a retarded heart like most feminists.   #GamerGate #SemST,Feminist Movement,AGAINST
@TheSun @George_Osborne Innocent men should NOT be convicted of domestic violence! #SayNoToFeminism #SemST,Feminist Movement,AGAINST
In reading the #BeingFemale tweets I realized how fortunate I am to be able to rent and live in an apartment alone. #rights #fight #SemST,Feminist Movement,AGAINST
@AsheMareexoxo literally you are so on point about the male gaze and BS about fake nerd girls #SemST,Feminist Movement,AGAINST
#Weneedfeminism because Twitter has its very own misogynist harassment machine. #YesAllWomen #HeForShe #Feminist #SemST,Feminist Movement,AGAINST
"Why are we all afraid to say the f-word? By f-word, I mean, feminist. It's not a bad word, people! #SemST",Feminist Movement,AGAINST
"@cathhayden ya but you said it ""sexily"" #yoga #sjw #vegan #SemST",Feminist Movement,AGAINST
U.S. putting a women on $10 bill instead of $20... anyone else think it's a BS compromise? #TheNew10 #WomenOn20s #Feminist #SemST,Feminist Movement,AGAINST
#Pretty.#Young #Thing. Catchy MJ song/ perfect summary of discourses surrounding professional #female #disempowerment. #gender #SemST,Feminist Movement,AGAINST
"Mind you, if your grandmother was cremated you could give yourself an enema with her ashes @beauschopstick  #GamerGate #SemST",Feminist Movement,AGAINST
@PennyRed oh the irony of a radfem accusing others of low self-esteem. #GamerGate #SemST,Feminist Movement,AGAINST
"There is one more basic cause [of the abuse of women], and that is that, in general, men don't give a damn. (Jimmy Carter) #SemST",Feminist Movement,AGAINST
If the sexes had equal intellectual abilities the collective inferiority complex of feminism would not be necessary. #SemST,Feminist Movement,AGAINST
RT @MandaReneK: Feminism: the belief that men and women should have equal rights and opportunities. #feminist #lovetheladies #sor... #SemST,Feminist Movement,AGAINST
"Their other complaints are just fake shit they made up, this on the other hand is amazingly controlling and entitled 2/ #SemST",Feminist Movement,AGAINST
"Watch out, the feminists' next move will probably be demanding pay for the First Lady. #SemST",Feminist Movement,AGAINST
@stephspickle they make me smile :) #SemST,Feminist Movement,AGAINST
Gender norms my ass: definitely moved a few 40lb boxes in wedges #muscles #SemST,Feminist Movement,AGAINST
Writing and wondering why ovarian and seminal aren't BOTH synonyms for original? #OppressedByThesaurus #OvariesBeforBrovaries #SemST,Feminist Movement,AGAINST
"The representation goal of Feminism has gone from  ""Invent more female characters""  to  ""Replace all male characters #SemST",Feminist Movement,AGAINST
The basic principle of the universe is INFORMATION. Literally everything is information in one form or another. #antifeminism #SemST,Feminist Movement,AGAINST
"It is not enough to help someone, or a group,  you have to do it in the name of . #identitypolitics  #SpankAFeminist #SemST",Feminist Movement,AGAINST
I'm blocked by 4 of the most frequent posters on #YesAllWomen. 2 of which I've never even debated with. Can't handle facts  #SemST,Feminist Movement,AGAINST
"RT mojibakemono: I'm going to take a nap, I'll follow everyone back when I wake up #OpSKYNET #GamerGate #NotYourShield #SemST",Feminist Movement,AGAINST
All mascots in women's world Semi-final are girls?... #Equalityforall #SemST,Feminist Movement,AGAINST
"there's someone once told me - girls have to be quiet -, i've told him: really? . and i never been quiet since then. #SemST",Feminist Movement,AGAINST
Feminists are about equality between men and women as much as segregationists were about equality between blacks and whites #SemST,Feminist Movement,AGAINST
@kimiyyye nah bitch I'm a fucking savage obviously . You just gonna suck dick and make sandwiches for some man who beats you daily #SemST,Feminist Movement,AGAINST
...OR SLOW DOWN YOUR CALL TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK #SemST,Feminist Movement,AGAINST
@TheCoffeeFilter: ...OR SLOW DOWN YOUR CAR TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK #SemST,Feminist Movement,AGAINST
"Most non-feminist ppl are ""category-fluid"". #Feminists, you'd best respect that!  #antifeminism #misogyny #MGTOW #MRA #antiSJW #SemST",Feminist Movement,AGAINST
"I feel so self-conscious now. THAT'S what catcalls do. Not flattered, not pretty. I feel anxious and wanna go home. #SemST",Feminist Movement,AGAINST
MyVagina kicked the Shit out of HisCock / #SemST,Feminist Movement,AGAINST
"@marieclaire Pretty sure most of us are A-okay without having her on our team. And it's aaaalll about #choice, anyway. #feminists #SemST",Feminist Movement,AGAINST
"Men can no longer look at women's boobs, tattoos, or even look them in the eyes.  Soon: mandatory castration for all males. #SemST",Feminist Movement,AGAINST
"*sigh* One small step back for women, one giant leap forward for lonely perverts. #ChrissyTeigen #SemST",Feminist Movement,AGAINST
Girls don't wanna go to the strip with their bfs but beg him to go see Magic Mike XXL with them. #SemST,Feminist Movement,AGAINST
I get a lot of shit for saying boobs are sexual. I'm sorry you call me ignorant all you want but its true #freethenippple #boobs #SemST,Feminist Movement,AGAINST
"Being raised by a feminist in rotting, soiled clothes - ""I'm not your slave! #SemST",Feminist Movement,AGAINST
"#BeautyRant 7-Why have I been taught to hate my knock knees? Why must it be a compliment that you call me a ""yellow bone""? #Beauty #SemST",Feminist Movement,AGAINST
#INeedMeninist because as a blk man white women make more than all minorities despite the lies of feminist. #SemST,Feminist Movement,AGAINST
"As a child, had to 'recycle' own socks from festering laundry heap, as feminist mother says ""I'm not your slave! #SemST",Feminist Movement,AGAINST
Storey's Song of the Day: To love somebody (BeeGees); topic of the day: Feminism in cultural theory. I love this class. #BeeGees #SemST,Feminist Movement,AGAINST
A year of relentless harassment of folks talking about rape & abuse on #YesAllWomen = thriving rape culture on social media #SemST,Feminist Movement,AGAINST
"Interesting in the video she kidnaps and tortures(tying up, confinement, etc) the wife or GF of the evil accountant #SemST",Feminist Movement,AGAINST
to all the girls who ' always wear their invisible crown '  I 'always carry a gun '  #Lionesses #SemST,Feminist Movement,AGAINST
I'm all for feminism but I can't stand the female entitlement and sense of over worth the popular culture presents.   #Meninist #SemST,Feminist Movement,AGAINST
Never settle for anything less than your are worth. #SemST,Feminist Movement,AGAINST
Really interesting debate about whether men can also be feminists #BSCConf15 #criminology #SemST,Feminist Movement,AGAINST
Seriously can't believe they gave the women heat breaks and not the men #Wimbledon #SemST,Feminist Movement,AGAINST
Can't find it in me to be friends with people who throw around the word 'slut' or judge women for being sexual beings. #Equality #SemST,Feminist Movement,AGAINST
Seriously can't believe there are so many Hilary supporters right now.  #SemST,Feminist Movement,AGAINST
"NiceFeminists are passive onlookers to man-hate. Their excuse?  ""It's not up to me to prevent hate in my movement!""  #SemST",Feminist Movement,AGAINST
DEAR FEMINISTS  Start asking for accountability from man-haters instead of shielding them for convenient concealment.  #SemST,Feminist Movement,AGAINST
DEAR FEMINISTS & SJWs  I am a proud Troll. Make sure I am not proud of what you want to shame me for.  #GamerGate  #SemST,Feminist Movement,AGAINST
"All the people who support abortion, to bad their parents didn't practice that ""right""  #YesAllWomen #UniteBlue #SemST",Feminist Movement,AGAINST
#HowToSpotAFeminist?-> 3 Feminists believe in rape culture instead of their erotomania + delusions of persecution.   #SemST,Feminist Movement,AGAINST
@ChiefSarf good thing youre not pretty as fuck and im not tryna to slay!! #SemST,Feminist Movement,AGAINST
#HowToSpotAFeminist?->  7 Feminists compare themselves to successful men & non feminist women to harbor jealousy.  #SemST,Feminist Movement,AGAINST
#HowToSpotAFeminist?->  10 Feminists struggle to control their lives and try to micromanage other women's lives.  #SemST,Feminist Movement,AGAINST
#HowToBeUnhappyLikeAFeminist?  Feminists fill their conversations with gossip & HATE AKA #killallmen.  #GamerGate #SemST,Feminist Movement,AGAINST
feminist response people wearing meninist clothes-  mock them or call them derogatory names? NOT A HATE GROUP ??? #SemST,Feminist Movement,AGAINST
@prpodcastshow I hope there is a women's size for the #GameofKings championship belt. Or is that just for men? #SemST,Feminist Movement,AGAINST
"Feminists saying they are ""atheists/skeptics"" is quite a contradiction as they worship their own vulva.   #GamerGate #SemST",Feminist Movement,AGAINST
"Amusing how Feminists & Creationists swap their own personal ""I don't like it"" by ""God/Women don't like it"" #GamerGate #SemST",Feminist Movement,AGAINST
The times in between my whiskey are my periods. #SemST,Feminist Movement,AGAINST
"Amusing how feminists swap their own personal ""I don't like it"" by ""Women don't like it"".   #GamerGate #NotYourShield #SemST",Feminist Movement,AGAINST
Amusing. Feminists fly into a creationist rage whenever their belief in the patriarchy is questioned. #GamerGate #SemST,Feminist Movement,AGAINST
Women in STEM is imaginary motivation with low conversion numbers. A waste of money on natural quitters.  #GamerGate  #SemST,Feminist Movement,AGAINST
"When did trivializing the suffering of authentic rape victims become a ""sport""?  Welcome to feminism.   #GamerGate #SemST",Feminist Movement,AGAINST
"The mentality of #GamerGate is,   ""HEY! OUR Feminists are suuuuper stable! BTW don't agitate them with any criticism""  #SemST",Feminist Movement,AGAINST
"If women do it, it cannot be immoral or evil. Right?  Welcome to feminism defending pedophilia promoter #LenaDunham  #SemST",Feminist Movement,AGAINST
Feminism is Radical Islam painted in pink.   #GamerGate #SemST,Feminist Movement,AGAINST
"DEAR FEMINISTS IN GAMING  Respect is earned with hard work, not playing the victim.  #GamerGate #SemST",Feminist Movement,AGAINST
"IF FEMINISTS WERE HONEST   ""Tell me the truth but make sure you agree with me.""  #GamerGate #SemST",Feminist Movement,AGAINST
"IF FEMINISTS WERE HONEST  ""Be careful, if you use logic in this conversation I will somehow drag it into rape""  #SemST",Feminist Movement,AGAINST
When did people without taste buds decide to ban tasty food?  Welcome to Sex-Negative Feminism   #GamerGate #SemST,Feminist Movement,AGAINST
"IF FEMINISTS WERE HONEST ""Be careful, don't say 3rd world women suffer more or I will say you are a rapist"" #GamerGate #SemST",Feminist Movement,AGAINST
Feminist extremists ruin it for everyone. Respect to feminist who actually want equality and not a handout. #SemST,Feminist Movement,AGAINST
